sheetname: IND_NewTechs
range: N8:AS247
filename: SubRES_TMPL/Before_SubRES_NewTechs_Industry.xlsx
tag: ~FI_T
types: TechName (object), *TechDesc (object), Comm-IN (object), Comm-OUT (object), Year (object), Start (object), LIFE (object), AFA (object), CAP2ACT (object), EFF (object), EFF~2020 (object), EFF~2025 (object), EFF~2030 (object), EFF~2035 (object), EFF~2040 (object), EFF~2045 (object), EFF~2050 (object), EFF~2055 (object), EFF~2060 (object), INVCOST (object), INVCOST~2020 (object), INVCOST~2025 (object), INVCOST~2030 (object), INVCOST~2035 (object), INVCOST~2040 (object), INVCOST~2045 (object), INVCOST~2050 (object), INVCOST~2055 (object), INVCOST~2060 (object), FLO_MARK (object), FLO_MARK~0 (object)
REFI-PH-FURN-WOD-Furn,New Refining - Process Heat: Furnace/Kiln  - Wood,INDWOD,REFI-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.24,,5,
REFI-PH-FURN-LPG-Furn,New Refining - Process Heat: Furnace/Kiln  - LPG,INDLPG,REFI-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.07,,5,
REFI-PH-STM_HW-NGA-Boiler,New Refining - Process Heat: Steam/Hot Water  - Natural Gas,INDNGA,REFI-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,0.2,,5,
REFI-PH-STM_HW-DSL-Boiler,New Refining - Process Heat: Steam/Hot Water  - Diesel,INDDSL,REFI-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,,,
REFI-PH-STM_HW-ELC-HPmp,New Refining - Process Heat: Steam/Hot Water  - Electricity,INDELC,REFI-PH-STM_HW,2018,2020,20,0.5,0.35,31.536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,0,,5,
REFI-PH-STM_HW-COA-Boiler,New Refining - Process Heat: Steam/Hot Water  - Coal,INDCOA,REFI-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,750,750,750,750,750,750,750,750,750,750,0,,,
REFI-PH-STM_HW-LPG-Boiler,New Refining - Process Heat: Steam/Hot Water  - LPG,INDLPG,REFI-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,,,,
REFI-PH-STM_HW-WOD-Boiler,New Refining - Process Heat: Steam/Hot Water  - Wood,INDWOD,REFI-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,,
REFI-PH-STM_HW-ELC-Boiler,New Refining - Process Heat: Steam/Hot Water  - Electricity,INDELC,REFI-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,370.494333333333,370.494333333333,250,250,250,250,250,250,250,250,1,,5,
UREA-FDSTCK-NGA-FDSTCK,New Urea - Urea production (feedstock)  - Natural Gas,NGA,UREA-FDSTCK,2018,2020,100,0.9,,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,
WOOD-MoTP-Stat-DSL-st_ngn,"New Wood products - Motive Power, Stationary  - Diesel",INDDSL,WOOD-MoTP-Stat,2018,2020,20,0.5,0.35,31.536,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,455,455,455,455,455,455,455,455,455,455,0,,,
WOOD-MoTP-Stat-ELC-Motor,"New Wood products - Motive Power, Stationary  - Electricity",INDELC,WOOD-MoTP-Stat,2018,2020,10,0.5,0.35,31.536,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,280,280,280,280,280,280,280,280,280,280,,,,
WOOD-MoTP-Stat-PET-st_ngn,"New Wood products - Motive Power, Stationary  - Petrol",INDPET,WOOD-MoTP-Stat,2018,2020,15,0.5,0.35,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,350,350,350,350,350,350,350,350,350,350,0,,,
WOOD-MoTP-Stat-ELC-VSD-Mtr,"New Wood products - Motive Power, Stationary  - Electricity",INDELC,WOOD-MoTP-Stat,2018,2020,10,0.5,0.35,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,,5,
WOOD-PH-FURN-NGA-Furn,New Wood products - Process Heat: Furnace/Kiln  - Natural Gas,INDNGA,WOOD-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.56,,5,
WOOD-PH-FURN-COA-Furn,New Wood products - Process Heat: Furnace/Kiln  - Coal,INDCOA,WOOD-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0,,5,
WOOD-PH-FURN-ELC-Furn,New Wood products - Process Heat: Furnace/Kiln  - Electricity,INDELC,WOOD-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,,,
WOOD-PH-FURN-WOD-Furn,New Wood products - Process Heat: Furnace/Kiln  - Wood,INDWOD,WOOD-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.24,,5,
,,INDOSWOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD-PH-FURN-LPG-Furn,New Wood products - Process Heat: Furnace/Kiln  - LPG,INDLPG,WOOD-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.07,,5,
WOOD-PH-STM_HW-NGA-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Natural Gas,INDNGA,WOOD-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,0.2,,5,
WOOD-PH-STM_HW-DSL-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Diesel,INDDSL,WOOD-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,,,
WOOD-PH-STM_HW-FOL-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Fuel Oil,INDFOL,WOOD-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,,,
WOOD-PH-STM_HW-ELC-HPmp,New Wood products - Process Heat: Steam/Hot Water  - Electricity,INDELC,WOOD-PH-STM_HW,2018,2020,20,0.5,0.35,31.536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,0,,5,
WOOD-PH-STM_HW-COA-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Coal,INDCOA,WOOD-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,750,750,750,750,750,750,750,750,750,750,0,,,
WOOD-PH-STM_HW-LPG-Boiler,New Wood products - Process Heat: Steam/Hot Water  - LPG,INDLPG,WOOD-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,,,,
WOOD-PH-STM_HW-WOD-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Wood,INDWOD,WOOD-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,,
,,INDOSWOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD-PH-STM_HW-ELC-Boiler,New Wood products - Process Heat: Steam/Hot Water  - Electricity,INDELC,WOOD-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,370.494333333333,370.494333333333,250,250,250,250,250,250,250,250,1,,5,
WOOD-PH-STM_HW-GEO-Heat,New Wood products - Process Heat: Steam/Hot Water  - Geothermal,INDGEO,WOOD-PH-STM_HW,2018,2020,10,0.5,0.35,31.536,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,100,100,100,100,100,100,100,100,100,100,0,0.1,5,
WOOD-Pump-ELC-Pump,New Wood products - Pumping  - Electricity,INDELC,WOOD-Pump,2018,2020,10,0.5,0.35,31.536,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,,,,
WOOD-Pump-DSL-Pump,New Wood products - Pumping  - Diesel,INDDSL,WOOD-Pump,2018,2020,10,0.5,0.35,31.536,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,462,462,462,462,462,462,462,462,462,462,,,,
WOOD-Fan-ELC-Fan,New Wood products - Fans  - Electricity,INDELC,WOOD-Fan,2018,2020,1,0.5,0.35,31.536,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,,,,
WOOD-Refin-ELC-Refinery,New Wood products - Refiners  - Electricity,INDELC,WOOD-Refin,2018,2020,10,1,0.7,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,
WOOD-AIR-ELC-CMPR,New Wood products - Compressed Air  - Electricity,INDELC,WOOD-AIR,2018,2020,25,0.68,0.476,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,
PLPPPR-MoTP-Stat-DSL-st_ngn,"New Wood pulp and paper - Motive Power, Stationary  - Diesel",INDDSL,PLPPPR-MoTP-Stat,2018,2020,20,0.5,0.35,31.536,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,455,455,455,455,455,455,455,455,455,455,0,,,
PLPPPR-MoTP-Stat-ELC-Motor,"New Wood pulp and paper - Motive Power, Stationary  - Electricity",INDELC,PLPPPR-MoTP-Stat,2018,2020,10,0.5,0.35,31.536,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,280,280,280,280,280,280,280,280,280,280,,,,
PLPPPR-MoTP-Stat-PET-st_ngn,"New Wood pulp and paper - Motive Power, Stationary  - Petrol",INDPET,PLPPPR-MoTP-Stat,2018,2020,15,0.5,0.35,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,350,350,350,350,350,350,350,350,350,350,0,,,
PLPPPR-MoTP-Stat-ELCVSD-Mtr,"New Wood pulp and paper - Motive Power, Stationary  - Electricity",INDELC,PLPPPR-MoTP-Stat,2018,2020,10,0.5,0.35,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,,5,
PLPPPR-PH-DirH-ELC-Heater,New Wood pulp and paper - Process Heat: Direct Heat  - Electricity,INDELC,PLPPPR-PH-DirH,2018,2020,3,0.9,0.63,31.536,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,80,80,80,80,80,80,80,80,80,80,0.87,,5,
PLPPPR-PH-DirH-NGA-Burner,New Wood pulp and paper - Process Heat: Direct Heat  - Natural Gas,INDNGA,PLPPPR-PH-DirH,2018,2020,13,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,313,313,313,313,313,313,313,313,313,313,,,,
PLPPPR-PH-FURN-ELC-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Electricity,INDELC,PLPPPR-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,,,
PLPPPR-PH-FURN-NGA-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Natural Gas,INDNGA,PLPPPR-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.56,,5,
PLPPPR-PH-FURN-COA-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Coal,INDCOA,PLPPPR-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0,,5,
PLPPPR-PH-FURN-WOD-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - Wood,INDWOD,PLPPPR-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.24,,5,-5
PLPPPR-PH-FURN-LPG-Furn,New Wood pulp and paper - Process Heat: Furnace/Kiln  - LPG,INDLPG,PLPPPR-PH-FURN,2018,2020,25,0.9,0.63,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.07,,5,
PLPPPR-PH-STM_HW-NGA-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Natural Gas,INDNGA,PLPPPR-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,0.2,,5,
PLPPPR-PH-STM_HW-DSL-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Diesel,INDDSL,PLPPPR-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,,,
PLPPPR-PH-STM_HW-FOL-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Fuel Oil,INDFOL,PLPPPR-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,,,
PLPPPR-PH-STM_HW-GEO-Heat,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Geothermal,INDGEO,PLPPPR-PH-STM_HW,2018,2020,10,0.5,0.35,31.536,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,0.970124,100,100,100,100,100,100,100,100,100,100,0,0.01,5,
PLPPPR-PH-STM_HW-ELC-HPmp,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Electricity,INDELC,PLPPPR-PH-STM_HW,2018,2020,20,0.5,0.35,31.536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,0,,5,
PLPPPR-PH-STM_HW-COA-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Coal,INDCOA,PLPPPR-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,750,750,750,750,750,750,750,750,750,750,0,,,
PLPPPR-PH-STM_HW-LPG-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - LPG,INDLPG,PLPPPR-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,,,,
PLPPPR-PH-STM_HW-WOD-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Wood,INDWOD,PLPPPR-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,,-5
PLPPPR-PH-STM_HW-ELC-Boiler,New Wood pulp and paper - Process Heat: Steam/Hot Water  - Electricity,INDELC,PLPPPR-PH-STM_HW,2018,2020,25,0.5,0.35,31.536,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,370.494333333333,370.494333333333,250,250,250,250,250,250,250,250,1,,5,
PLPPPR-Pump-ELC-Pump,New Wood pulp and paper - Pumping  - Electricity,INDELC,PLPPPR-Pump,2018,2020,10,0.5,0.35,31.536,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,,,,
PLPPPR-Pump-DSL-Pump,New Wood pulp and paper - Pumping  - Diesel,INDDSL,PLPPPR-Pump,2018,2020,10,0.5,0.35,31.536,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,462,462,462,462,462,462,462,462,462,462,,,,
PLPPPR-Fan-ELC-Fan,New Wood pulp and paper - Fans  - Electricity,INDELC,PLPPPR-Fan,2018,2020,1,0.5,0.35,31.536,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,43.4339175556657,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,404.591641485669,,,,
PLPPPR-Refin-ELC-REF,New Wood pulp and paper - Refiners  - Electricity,INDELC,PLPPPR-Refin,2018,2020,10,1,0.7,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,
PLPPPR-AIR-ELC-CMPR,New Wood pulp and paper - Compressed Air  - Electricity,INDELC,PLPPPR-AIR,2018,2020,25,0.68,0.476,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,


sheetname: IND_definitions
range: B9:J249
filename: SubRES_TMPL/SubRES_NewTechs_Industry.xlsx
tag: ~FI_Process
types: Sets (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
\I: Process Set Membership,Technology Name,Technology Description,Activity Unit,Capacity Unit,Timeslice Operational Level,Operational Commodity Group,Vintage Tracking
DMD,ALU-PH-FURN-ELC-Furn,New Aluminium - Process Heat: Furnace/Kiln  - Electricity,PJ,GW,,,YES
DMD,CNST-MoTP-Mob-DSL-ICE_ofrd,"New Construction - Motive Power, Mobile  - Diesel",PJ,GW,,,YES
DMD,CNST-MoTP-Mob-NGA-ICE_ofrd,"New Construction - Motive Power, Mobile  - Natural Gas",PJ,GW,,,YES
DMD,CNST-MoTP-Mob-PET-ICE_ofrd,"New Construction - Motive Power, Mobile  - Petrol",PJ,GW,,,YES
DMD,CNST-MoTP-Mob-LPG-ICE_ofrd,"New Construction - Motive Power, Mobile  - LPG",PJ,GW,,,YES
DMD,CNST-MoTP-Stat-DSL-st_ngn,"New Construction - Motive Power, Stationary  - Diesel",PJ,GW,,,YES
DMD,CNST-MoTP-Stat-PET-st_ngn,"New Construction - Motive Power, Stationary  - Petrol",PJ,GW,,,YES
DMD,CNST-MoTP-Stat-ELC-Motor,"New Construction - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,CNST-MoTP-Stat-ELC-VSD-Mtr,"New Construction - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,DARY-AIR-ELC-CMPR,New Dairy - Compressed Air  - Electricity,PJ,GW,,,YES
DMD,DARY-MoTP-Stat-PET-st_ngn,"New Dairy - Motive Power, Stationary  - Petrol",PJ,GW,,,YES
DMD,DARY-MoTP-Stat-DSL-st_ngn,"New Dairy - Motive Power, Stationary  - Diesel",PJ,GW,,,YES
DMD,DARY-MoTP-Stat-ELC-Motor,"New Dairy - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,DARY-MoTP-Stat-ELC-VSD-Mtr,"New Dairy - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,DARY-PH-MVR_DRY-ELC-HPmp,New Dairy - Process Heat: MVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_DRY-ELC-HRCVR,New Dairy - Process Heat: MVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_DRY-COA-Boiler,New Dairy - Process Heat: MVR Drying  - Coal,PJ,GW,,,YES
DMD,DARY-PH-MVR_DRY-NGA-Boiler,New Dairy - Process Heat: MVR Drying  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-MVR_DRY-WOD-Boiler,New Dairy - Process Heat: MVR Drying  - Wood,PJ,GW,,,YES
DMD,DARY-PH-MVR_DRY-ELC-Boiler,New Dairy - Process Heat: MVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-COA-Boiler,New Dairy - Process Heat: MVR Evaporation Preheat  - Coal,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-NGA-Boiler,New Dairy - Process Heat: MVR Evaporation Preheat  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-WOD-Boiler,New Dairy - Process Heat: MVR Evaporation Preheat  - Wood,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-ELC-Boiler,New Dairy - Process Heat: MVR Evaporation Preheat  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-ELC-Fan,New Dairy - Process Heat: MVR Evaporation Preheat  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-COA-Boiler,New Dairy - Process Heat: TVR Evaporation  - Coal,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-NGA-Boiler,New Dairy - Process Heat: TVR Evaporation  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-ELC-Fan,New Dairy - Process Heat: TVR Evaporation  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-WOD-Boiler,New Dairy - Process Heat: TVR Evaporation  - Wood,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-ELC-Boiler,New Dairy - Process Heat: TVR Evaporation  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-WOD-Boiler,New Dairy - Process Heat: TVR Drying  - Wood,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-ELC-Boiler,New Dairy - Process Heat: TVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-ELC-HPmp,New Dairy - Process Heat: TVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-ELC-HRCVR,New Dairy - Process Heat: TVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-COA-Boiler,New Dairy - Process Heat: TVR Drying  - Coal,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-NGA-Boiler,New Dairy - Process Heat: TVR Drying  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-COA-Boiler,New Dairy - Process Heat: MVR Evaporation TVR  - Coal,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-NGA-Boiler,New Dairy - Process Heat: MVR Evaporation TVR  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-WOD-Boiler,New Dairy - Process Heat: MVR Evaporation TVR  - Wood,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-ELC-Boiler,New Dairy - Process Heat: MVR Evaporation TVR  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-ELC-Fan,New Dairy - Process Heat: MVR Evaporation TVR  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_Fan-ELC-Fan,New Dairy - Process Heat: MVR Fan  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-DSL-Boiler,New Dairy - Process Heat: Steam/Hot Water  - Diesel,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-GEO-Heat,New Dairy - Process Heat: Steam/Hot Water  - Geothermal,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-LPG-Boiler,New Dairy - Process Heat: Steam/Hot Water  - LPG,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-ELC-Boiler,New Dairy - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-WOD-Boiler,New Dairy - Process Heat: Steam/Hot Water  - Wood,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-ELC-HPmp,New Dairy - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,DARY-Pump-ELC-Pump,New Dairy - Pumping  - Electricity,PJ,GW,,,YES
DMD,DARY-Pump-DSL-Pump,New Dairy - Pumping  - Diesel,PJ,GW,,,YES
DMD,DARY-RFGR-ELC-Refriger,New Dairy - Refrigeration  - Electricity,PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-PET-st_ngn,"New Food - Motive Power, Stationary  - Petrol",PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-DSL-st_ngn,"New Food - Motive Power, Stationary  - Diesel",PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-ELC-Motor,"New Food - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-ELC-VSD-Mtr,"New Food - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,FOOD-PH-DirH-NGA-Burner,New Food - Process Heat: Direct Heat  - Natural Gas,PJ,GW,,,YES
DMD,FOOD-PH-DirH-ELC-Heater,New Food - Process Heat: Direct Heat  - Electricity,PJ,GW,,,YES
DMD,FOOD-PH-OVN-NGA-Oven,New Food - Process Heat: Oven  - Natural Gas,PJ,GW,,,YES
DMD,FOOD-PH-OVN-ELC-Oven,New Food - Process Heat: Oven  - Electricity,PJ,GW,,,YES
DMD,FOOD-PH-OVN-COA-Oven,New Food - Process Heat: Oven  - Coal,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-WOD-Boiler,New Food - Process Heat: Steam/Hot Water  - Wood,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-BGS-Heat,New Food - Process Heat: Steam/Hot Water  - Biogas,PJ,GW,,,YES
